message,label,token,category
так я и спрашиваю ты готов рот поставить за то что ты высрал?,True, рот,другое
Так ты живой тварь,True,тварь,другое
"кто разрешил пасть открыть тебе, собака???",True,собак,другое
"Продают очкошники, которые купили по 20 и боятся все потерять)",False,очко,другое
Брэнсон чертяка всегда с хаха бизнес начинал,False,черт,другое
результаты выборов уже отыграны. Наберёт Байден 6 голосов от Невады. Важно что будет потом,False,байден,политика
"Вообще-то выборы уже идут, и Байден впереди...",False,байден,политика
Боится победы Байдена,False,байден,политика
"именно поэтому я решила в долгосрок отращивать портфель на другом счете и не трогать нифига, только докупать. А то глаза как начинают разбегаться и к чертям все стратегии",False,черт,другое
"Каждый сам в ответе за свои действия, акция никак не тварь) А то получается что на охоте не ружьё плохо стреляет , а собаку просто низко до уток подбрасывают.",False,собак,другое
"В рот тебе накидать надо, Су***чка",True, рот,другое
Це тому шо Навального отравили,False,навальн,политика
"согласен! Трамп по мне прикольней, Байден со всем из ума выжил",False,трамп,политика
"Путин же попросил не обращать внимания. Не рефлексируйте, принимайте )))",False,путин,политика
"а можно для чайников, что есть баба?)",False,баба,сексизм
А ты не вышел утром? Е.. бабай,False,баба,сексизм
одноразовые на али баба не беру...тех Поддержка важна,False,баба,сексизм
Поздравляю с звёздочкой ?,False,очко,другое
К чёрту ?,False,,
"Ребята, немного оффтоп, прошу прощения, а как думаете, почему у тинька комиссия 0,3%, а у втб 0,05%? Я всё понимаю, различия какие-то возможны, но не в 6 ведь раз? Где собака порылась?)",False,собак,другое
"я баба простая ? сколько лет, столько и акций ??",False,баба,сексизм
Василий Алибабаевич! ?,False,баба,сексизм
был бы рядом я дебе показал бы кто дерьмо. Такие петухи как ты издалека только кукарекают,True,петух,сексизм
думаете тесла расти больше не будет? вроде включение только 21 декабря,False,тесла,компании
и те в подарок от уроков Тинькофф?,False,тиньк,компании
"Тинькофф лагает. Я из за него 40 баксов просрал, мало но все же... Не мог продать, он просто логал. Начал подавать 20 баксов было, пока он лагал стало минус 20",False,тиньк,компании
Ушли на небо за звездочкой,False,очко,другое
"Как думаешь, стоит рискнуть ещё усреднить до 1780? Правда очко играет ещё 1800 бумаг брать только с плечом!",False,очко,другое
"Если спекулировать то таких показателей не будет, нодо в долгую пацаны собаку на этом съел",False,собак,другое
ещё есть шанс на победу Трампа и не плохой,False,трамп,политика
"ну из двух зол (Байден и Трамп) пусть лучше он, чем сонный Джо",False,трамп,политика
"я бы перед выплатой диведендов продал 10.11.20, чуть ещё отрастет. Кто его знает что это этот старикан байден вычудит.",False,байден,политика
Гомодрил???,True,гомо,сексизм
"Ну был вариант, что эта баба может пойти сегодня со мной в бар. Если конечно Джоны её сольют и не откупят.",False,баба,сексизм
"71 за доллар ниже туго верится, раньше алибаба выше 300 поднимется",False,баба,сексизм
Вперёд и с песней!)),False,пес,другое
Да нормально все будет. Не трогай ничего год. Удали приложение. Через год снимешь с профитом процентов 30. Если не выдержишь и начнешь заглядывать - песец.,False,пес,другое
"тесла красиво дергается, но опасная тварь",True,тварь,другое
Таких чертей надо на месяц банить!,True,черт,другое
Норм все. Всех денег не заработать. Смысл жалеть. Вперёд и с песней. Ещё и не этот профит заработаешь!,False,пес,другое
"я за две недели нашортил на Тесле 1500$ ,  дёрнул меня черт вчера с утра встать в Лонг на плече под отчёт на 3277, ночь не пережил, нервы сдали, слил по 3175, весь заработок в трубу.",False,черт,другое
"та учитывает новости? Если он и работает то только на нейтральном фоне, разве баба по та упала?",False,баба,сексизм
Алибаба в список не входит,False,баба,сексизм
"Мин. 10936 был. Пока его не может перебить никак и 11к пробить не может уверенно и закрепиться за ним. Если такая тягомотина будет, то закрою шорт. Переносить не хочу",False,гомо,сексизм
начертил длиннопост про VG,False,черт,другое
"я честно даже не знаю. Мы с дочкой хотели сходить,но с этим карантином пока не вышло.",False,очко,другое
"Хах, вот это меня вообще возмущает,  мошенников забанить нереально зато нормальных людей просто так банят. С возвращением",False,забан,другое
А ты чертовски хорош))),False,черт,другое
не жмут еще шортики? Завтра в очко будут впиваться))),False,очко,другое
"Я в шоке, как расти на 15% в день, так норм, а тут упала меньше 1% и уже тварь? Или вы в шорт :))) тогда чё переживать, свою копеечку точно заработаете",False,тварь,другое
"Она не отрастает, а летит к черту",False,черт,другое
"это будет после долгого многодневного флэта, затем нырок вниз , скинуть последних пессимистов и сбить из стопы , а потом в стратосферу , ну , или к 30...)",False,пес,другое
Купил яблочко по хорошей цене? Ну на отчёте думаю яблочком  вниз покатишься.)),False,очко,другое
ну может и баба,False,баба,сексизм
вы зачем здесь пишете? Вы баба не покупали и не продавали. Мимо плиз,False,баба,сексизм
"Я знаю что ты петушок, не надо мне этого говорить.Срыгнул по рыхлому. Ты неинтересен",True,,
Маск уже ответил - это не Тесла,False,тесла,компании
видать для тебя во всем мире на тиньке один едиственный брокер)))),False,тиньк,компании
"вылезай уже из тинька, пока тебе не поменяли на перекупленные бездивовые акции Яндекса, которые все сразу продадут и ...",False,яндекс,компании
"это да , щас подзабудут про Амазон и как алибаба вырвется!",False,баба,сексизм
"да много чего. Я теперь лонгую только те акции, в которых в случае чего нестрашно зависнуть. Баба к ним не относится",False,баба,сексизм
Что думаешь по баба и техам?,False,баба,сексизм
Ну не надо так шутить. Я блин за здоровьем жены во время заболевания ковидом так не следил и не переживал как за здоровьем Трампа,False,трамп,политика
"А где учёт курсовой разницы и соответствующих факторов, типа отравления Навального?",False,навальн,политика
Трамп отказался от переговоров с демократами по стимулированию экономики.,False,трамп,политика
"Такие непредсказуемые скачки обычно в начале сессии. Поэтому даже Тинькофф пишет, что  не рекомендовано в начале и в конце сессий пользоваться стоп лоссами",False,тиньк,компании
Аналогично и в терминале и в приложении. Тех поддержка не отвечает. Жду акции Тиньки на 1800... Неприятный сюрприз утром.,False,тиньк,компании
откройте счет во франках в Тинькофф банке и храните там. А тут за курсами следите),False,тиньк,компании
"? привет, Теслатрон для меня стал хорошим уроком ? стал терпелив, уже приучил себя неделю , не дёргаясь, на попе ровно сидеть , потихоньку отыгрываю назад в +",False,тесла,компании
"не конкурент, Тинькофф следует за nasdaq, а здесь просто крупные техи Америки",False,тиньк,компании
"это оч угарная ситуация. Ктстаи, теперь тут коплю на Тайланд или Мексику, зависит как Тесла подрастёт ??",False,тесла,компании
"баба говорит, что стоИт",False,баба,сексизм
Там уже дорого будет ее покупать но с баба согласен я тоже купил правда одну на сбербанке,False,баба,сексизм
это то что бабахнуло по вашему депо и оно ушло в минус,False,баба,сексизм
на автарке гомокку?,False,гомо,сексизм
"Тоже поставлю себе 14 лямов в статус, мне хотя бы поверят, я же не баба, которая к тому же не знает откуда у нее эти деньги",False,баба,сексизм
"баба уже вся в плохих новостях погрязла, могут, конечно, еще подкинуть, но шансов меньше, чем у тех, кто уже давно на хаях)",False,баба,сексизм
Пока ты пел Нубы по 6-8 тыщ в рЭ за день заработали от этой акции))  Песня хорошая. Но завтра уже никто не клюнет (()))))),False,пес,другое
"Боюсь спросить, милая девушка, кто такие очкошники?",False,очко,другое
Забаньте этого дурачка,True,забан,другое
Да да да а ещё сосед соседа у моего друга друг и прочие херня камон серьезно это акции какой к черту ????технический анализ,True,черт,другое
"Забанить этого школьника надо на постоянно, а то не понимает, постоянно рекламирует свой канал.",False,забан,другое
Черта лысого 76 мы увидим) 77 пол. Ниже которого цб опускать не будет.,False,черт,другое
В Яндекс можно позвонить на горячую линию,False,яндекс,компании
"Интересно завтра Тинька уже не даст их продавать, сегодня дедлайн?",False,тиньк,компании
"Не видел, это яндекс скорее всего, совпадение",False,яндекс,компании
"можно их фарм компании прикупить, Байден решит проблему, это его вотчина",False,байден,политика
"Я за груди и попы!!! Это лучше чем читать 1000 сообщений про ракеру от пророков или про звонки от Трампа, Путина и Маска. Даёшь сиськи!",False,трамп,политика
"Держим строй!!! 322 средняя, ждём))) уже веселее глядишь ещё Байден что нибудь после инаугурации ляпнет про ВИЭ и попрем)))",False,байден,политика
Тесла купила модерну,False,тесла,компании
ну это смело со стороны тинька :),False,тиньк,компании
"из приложения Тинькофффуфуфел исчезнут, а так про депозитарий и суд товарищ SpongerBobb прав??",False,тиньк,компании
Плохо думаете. Победа Байдена = взлёт доллара. Как раз при Деде все нормализуется.,False,байден,политика
Просто Трамп чихнул на Грефа,False,трамп,политика
"не факт... Трамп допустил распространение коронавируса, спасая экономику",False,трамп,политика
у меня нет ее в портфеле?а очком могу только на твоё лицо приземлится?,True,очко,другое
Меня там забанили????? крутые трейдеры,False,забан,другое
"а черт его знает, думаю ребята там определились с президентом а это новые экономические стимулы да и вакцина там вроде что-то испытывают успешно",False,черт,другое
"там как раз в фильме moodys фигурировало . По поводу выводов по фильмам согласен, но ,видимо, из песни слов не выкинешь как и  рейтинги ,которые они давали мусорным ипотечным  облигам",False,пес,другое
после таких дивов рухнет опять к чертям.,False,черт,другое
Забаньте его уже,False,забан,другое
продолжение цикла роста. Тесла в рост пошла на фоне 5 го отчета в прибыли,False,тесла,компании
пока на Яндексе развода нет. По этому теханализу,False,яндекс,компании
можно вывести на чёрную карту тинька - на долларовый счет,False,тиньк,компании
"че он там, держит еще свои инвест позиции? Забанил меня везде уже. Нельзя так инфу подавать зеленым, коим был раньше",False,забан,другое
"за каким, черт подери насдаком? Насдак отражает среднестатистическое поведение инвестора в бумагах, в него входящих",False,черт,другое
"вот именно, откуда тебе знать, а ты уже ржешь над теми, кто ошибку допустили.. ну не чёрт ли? Самый настоящий...",False,,
"Яндекс, газпром, полюс и золото сейчас опасны имхо",False,яндекс,компании
Как они ставят такие заявки? Тинькоф не пропускает заявки с отклонением более 50% от текущей цены...,False,тиньк,компании
РФ не смотрю)) там мало логики и много инсайда) яндекс был исключением) в рублях инвестиции вообще идея не удачная имхо,False,яндекс,компании
"я бы написал, но боюсь забанят ?",False,забан,другое
переобуваться и есть самая лучшая черта трейдера!,False,черт,другое
С возвращением из ссылки. За что забанили так надолго)?,False,забан,другое
"нет, с Мечиганом у Байдена будут требуемые 270 выборщиков.",False,байден,политика
"Байден победит, у меня нет сомнений, фондовый рынок очень тяжело это перенесёт",False,байден,политика
Точно трамп побеждает ?,False,трамп,политика
"А как упала, так баба не дала",False,баба,сексизм
"эй петушок , где там твой инсайд хвалёный ? У меня попкорн закончился",True,,
Чёта два месяца буксует а Алибаба стабильно верх идёт,False,баба,сексизм
Яндекс купил доллар?),False,яндекс,компании
может яндекс зарешает. А так да. Много неудобств с точки зрения трейдера именно.,False,яндекс,компании
Почему p/e станет выше..? После покупки упадёт рыночная капитализация яндекса или уменьшиться прибыль?,False,яндекс,компании
да ты задрала в каждом сообщении спамить своей рекламой. Забаньте уже это рекламное недоразумение...,False,забан,другое
Гап ползёт в верх рестораны тоже а эта тварь только мои деньги ждёт и сидит на месте,True,тварь,другое
"Не жопу, а очко?",True,очко,другое
"Нет, ну, если выйти в Приложение Банка Тинькофф там тоже 0 на Брокерском Счету и они молчат. Это может быть только одно-сняты Деньги",False,тиньк,компании
"я скорее про AT&T говорил, но По поводу Тесла - согласен",False,тесла,компании
"зависть - грех) да мне как-то Эдгар Аллан По. Тинькофф не ограничивает пульс только общением про рост и падение акций, ракеты, брюки, которые превращаются в идеальные шорты, банкротов и прочее.",False,тиньк,компании
"Байден резко против России настроен, так что рынки это не должно сильно радовать + новое налогообложение компания",False,байден,политика
"Погода солнечная в Москве, Байден, но всей душой за Трампа, пицца",False,трамп,политика
Трампу сейчас самое время писать про вакцины и гнать фарм компании в небеса,False,трамп,политика
"Считаю, что Тинькофф мне должен за упущенную ввгоду",False,тиньк,компании
Тинькофф двигает цену на отс))),False,тиньк,компании
"Больше похоже на лохотрон, зачем Тинькофф принимать оплату на paypal?",False,тиньк,компании
https://fortrader.org/bitcoin-cryptocurrency/crypto-interesting/kriptovalyutnyj-zoopark.html/amp  Ты просто блохастая собака,False,собак,другое
"Ребят, спасибо, отписали ответ на вопрос  ? На Finviz крутой скринер. На английском ( псина ), но так даже понятнее )))",False,псин,другое
Бедненький... В гугле забанили... ?,False,забан,другое
А дальше открой свой пк и посмотри как долго отрастала баба от значений в 260 до 300,False,баба,сексизм
У нас пока авария не произойдет все тихо и мирно поделятся откупятся и т.д Пока петух не клюнет в одно место не перекрестятся,False,петух,сексизм
Гля неугомонная )))) после Теслы опять лезешь,False,гомо,сексизм
"зная Тиньков, максимум акцию бургера дадут",False,тиньк,компании
спасибо ?всё  нашёл в очете...куплено по 13$.а у меня почему-то  по 14.88..буду дальше Тинькофф мучить вопросами..,False,тиньк,компании
"Да ладно, МММ несколько раз перезапускался. Люди несли бабки ещё раз, даже если в первый раз потеряли. Надо только чтобы Тесла расти начала и жажда лёгких денег сделает своё",False,тесла,компании
"Система это отдельная песня. В принципе, практически любые российские эмитенты это мусор, но это мусор особенный. )",False,пес,другое
"купил на 25, ахах. Я вообще дурак. У меня была средняя 20$. Я знаю, что беру надолго. Но какого черта спекульнул по 23. Но как говорится опыт",False,черт,другое
chk тоже не мелкая рыба была. Компании выгодно бк это факт. А в период пандемии каждая собака списывает долги свои,False,собак,другое
"Очень странная ротация. Думаю, CVS и табачка отрастут быстрее интела.  INTC с большой вероятностью и в канал  40-42  уйдет , слишком тяжелый он для роста, ну и конкуренция давит.",False, рот,другое
Вот же ты  не понятный человек.  прошу забанить этого человека,False,забан,другое
"а я пессимист, чуть упала цена и все, карауууул ПАМАГИТЕ",False,пес,другое
"не то слово. А Мася, собака такая, все растет",False,собак,другое
"Ахах, да, был прям мортально забанен :D Вы мне не интересны, уходите)",False,забан,другое
"Собака сутулая, ты единственный в этом мире кто не понимает как движется эта бумага",True,собак,другое
Ждать. Это глюк тинька. Чуть позже появится,False,тиньк,компании
"Тесла, вы чо ещё не перешли к нам что ли?! Быстрее давайте",False,тесла,компании
"Это не слияние, тинькофф будет отдельной компанией в собственности Яндекса",False,яндекс,компании
Хотя ещё ваша любимая алибаба и её tmall (часть алиэкспресса со складами в рф) тоже очень бодро растут.,False,баба,сексизм
"коллеги, за алибаба знаете чего? Когда она в рост пойдет. И почему она на месте стоит. Чего ждет???",False,баба,сексизм
"патамушта игореша за володькой портфель носил, а вагит и минтимербабай нет, потому и Роснефть лучше сейчас)",False,баба,сексизм
Когда уже Срыный Трамп уйдёт,False,трамп,политика
обиженного Трампа),False,трамп,политика
хотя не я за Трампа)) ???,False,трамп,политика
"Ахахаха, а что он ещё мог сказать? Что ссыт по ночам и звонит путину о дележке очередной порции бюджетного пирога?",False,путин,политика
"наверное потому, что Трамп это обещал)",False,трамп,политика
"WSJ считает только те штаты, в которых голоса уже подсчитаны (полностью закрашенные квадратики). В оставшихся штатах, только в одном предварительно лидирует Байден.",False,байден,политика
"минус 200 , калит дико , но к минусу привык с нвидеа и с баба",False,баба,сексизм
"Да не знает Артем, почему баба падает. Почитай гороскоп: Марс вошёл в созвездие Тельца. Все поэтому",False,баба,сексизм
"Спасибо друг, но вот в Безоса не полезу, Баба она же с...ка не стабильная??",False,баба,сексизм
Трамп вводит ограничения на рынок Китая,False,трамп,политика
Где ж был Путин когда с двухсот до 50 Аэрофлот падал?,False,путин,политика
"О, нет ! Только не это ! Только не Байден !",False,байден,политика
"геометрии, пару графиков дочертить надо",False,черт,другое
"брокер - это посредник, а не мама с платочком для вытирания соплей. И уж тем более не альтруист, чтоб из своего кармана разницу в комисси оплачивать.",False,очко,другое
"Напишите ещё побольше одинаковых постов. Да валерьяночкой залейте, полегчает от потери денег.",False,очко,другое
щаз забанят мну за 1 слово забанили на 4 дня (((((((,False,забан,другое
вот и я сейчас задумалась)) мож продать к чертям?)),False,черт,другое
"вроде нет в планах, говорят. Может мини ограничения какие-то и будут, но вроде верхушка против локдауна...хотя...чёрт их знает )))",False,,
Алибаба в итоге верх сегодня или низ?)),False,баба,сексизм
"Думаю Баба откатилась, ща полетит вверх. Будет 330+",False,баба,сексизм
"да ладно угомонись, мы стараемся не о деньгах ...",False,гомо,сексизм
но только к тем у кого сбера акций от 1000 чертей.,False,черт,другое
Забанить,False,забан,другое
хуя ты черт,True,черт,другое
"Мля, да на аналитиков смотреть ? Что растет - они повышают прогноз, что падает - снижают) Всем насрать было на Яндекс полгода и год назад, а сейчас дружно пихают рекомендации в лонг)",False,яндекс,компании
"Тесла хз когда поднимется до подобных высот, надолго застряли... Яндекс отыграет, когда пройдёт сделка по слиянию с Тиньковым. А яблоко полетит наверх на презентации.",False,тесла,компании
Яндекс это навязчивое говно которое я например удалил,True,яндекс,компании
"нет, 30 штук для начала. Ну усредняться же в ней придётся, уже проходили. У меня было 250 в первом заходе где эта тварь меня на 2 штуки в итоге нагрела",False,тварь,другое
"Ну, вышел ты с плюсом, как очком по жопе, а дальше что? Куда вложится, если все ракеты уже улетели в космос?)",False,очко,другое
Сейчас ещё на очередное дно пойдём . До 95 . И до 60 сходим . Становитесь в шорты и обваливайте нахрен рынок . К черту это все ? и будьте счастливы черт возьми . давите эти пузыри .,False,черт,другое
Угомонись,False,гомо,сексизм
согласен. Пакли бы ему также оттяпать петуху,False,петух,сексизм
"ну баба вроде шустрая бумажка, китайцы не дадут ей скучать, а их ещё и много, если не сказать дохрена))))",False,баба,сексизм
а вина тинькофф в том что мы вечером уже знали что спб продлила и с тех.поддержкой общались они твердили одно что последний день и все. А утром 21.11 написали мне что продлили,False,тиньк,компании
"спасибо большое за информацию и да у меня уже есть две компании из выше указанных, но вопрос по поводу Тесла , не на хайпе сейчас она растет ??? У меня лично сложилось такое ощущение.",False,тесла,компании
А разве Тесла натянут на $500? Там же ещё больше акций продадут - писали в новостях. Им нужны деньги на развитие и продажа на 5 млрд была только первой частью,False,тесла,компании
"трамп лично позвонил , говорит и так проигрываю выборы , что делать , ну я ему и подсказал что делать )))",False,трамп,политика
"Трамп выиграл выборы, поэтому может и не взлететь.",False,трамп,политика
Трамп!,False,трамп,политика
Баба еще возьмет своё...,False,баба,сексизм
"ну и радуйтесь этому молча, зачем как баба на базаре то людей говном поливаете! В карман никто ни к кому насильно не лезет!",True,баба,сексизм
"колдуй баба, колдуй дед",False,баба,сексизм
"технологи - какие к примеру? IT сектор? Тесла? Вариант но рисковый, а золото оно надёжно, но мало прибыльно. Я бы ставил на альтернативные источники энергии... есть идеи у кого?",False,тесла,компании
"Не оправдывайтесь, нет прощения. ) Ай-яй-яй. ) Перебор это по 100 постов в поддержку Тесла. ) Нравится людям, пусть. Все к лучшему. )",False,тесла,компании
"Как думаете, тесла до 21 :00 падать будет ? Сажусь в самолёт , думаю - зафиксировать или оставить ?",False,тесла,компании
Байден хочет восстановить добычу нефти в Антарктиде  Процесс уже запущен. Трамп ведь запрет установил.,False,трамп,политика
"а ничего что благодаря этим людям рынок и поднимается... Трамп создал империю, а что сделали вы?!?! Два месяца на бирже, зато высказывания... смешно.",False,трамп,политика
Посмотрите на Путина в 2008) и на Маска в 2018. Россияне как акционеры теслы тоже должны уже купаться в деньгах на словах) а на деле,False,путин,политика
Василий Алибабаевич... Ну как так,False,баба,сексизм
"чтоб тебе печально не было, за эту неделю Алибаба мне 1000$ ушатала проклятая ( с305 в лонг до 260 улетела ))) так что нормуль всё у тебя",False,баба,сексизм
"Петух же, чужую информацию нагло воровать",True,петух,сексизм
ошибка в продаже Амазон и алибаба. Эти компании будут расти всегда. Тем более продали на низах,False,баба,сексизм
"Хоспаде, угомонись уже, мамкин переводчик.",False,гомо,сексизм
с бабами вечно все не  так :),False,баба,сексизм
"Слышал, что техи просядут при Байдене, но при пандемии  они наоборот на коне, так что повлияет сильнее?",False,байден,политика
"фургал признал после допросов, что он ехал в машине Ефремова, травить Навального",False,навальн,политика
вы в   {$FSLR} не будете заходить предвкушая побуду Байдена?,False,байден,политика
на этом тинька и держится на плаву??,False,тиньк,компании
ну что опять как Тесла вверх тебя нету,False,тесла,компании
"Яндекс, если боги будут снисходительны.",False,яндекс,компании
Трамп ещё почтовыми выборами не всеми воспользовался.,False,трамп,политика
смотря что покупаешь. Покупать акции курс которых зависит от настроения Навального и чокнутого белорусского диктатора... Ну я даже не знаю что может пойти не так.,False,навальн,политика
байден,False,байден,политика
я волнуюсь. Конечно. Так как брокер и депозитарий - это одно и тоже юридическое лицо - Тинькофф.,False,тиньк,компании
"обратно развернется, это же тесла, я покупал по 545, сидел усреднял, и выгел на 496?",False,тесла,компании
Наверное Тиньков может дать Яндексу кредит на покупку самого себя ! )),False,яндекс,компании
Из всех перечисленных только баба интересен,False,баба,сексизм
"так мне и не надо через полгода, если бы я в сбере остался заработал бы в 2 раза больше чем сейчас убытки  от баба",False,баба,сексизм
Мдааа ... сколь же баба надо будет влить,False,баба,сексизм
"хотелось бы верить, но я сомневаюсь что что-то получится у Трампа изменить (",False,трамп,политика
"он утрирует конечно, но за здоровье Трампа и я переживаю :))",False,трамп,политика
"По новостям показали какие указы он подписывает, маркером на пустом листе?. Болезнь Трампа это очередная липа в предвыборной гонке.",False,трамп,политика
"ох и чертовски красивая же ты, Аня! ?",False,черт,другое
"Итак 2 кота, 3 енота, и один пёс, который все это охраняет :)",False,,
"Уговорил чертяка, подпишусь )",False,черт,другое
А почему отчёт хороший? Поддержка от Трампа не зависит. Выборы ж,False,трамп,политика
"Трамп взял ключевые штаты - Флорида, Огайо, Мичиган, Пенсильвания....этого достоточно для полной победы.",False,трамп,политика
"аналогичного мнения,- дивгэп, разделение компании ...  Взрывного роста как у модерны не  видно после первого объявления и Трампа, ожидаю несколько часов и сливаю до прихода янки",False,трамп,политика
Говорят байден в момо зарегистрировался,False,байден,политика
трамп заходил в акции),False,трамп,политика
"А если Трамп проиграет выборы, все карты будут у демократов, тогда теху точно не поздоровится.",False,трамп,политика
Меня черт подбил шортануть на 4900,False,черт,другое
черт рано мы соскочили оч рано...,False,черт,другое
"нет , чел сам нарывался , обоих забанили",False,забан,другое
"это ты на меня подписался, очкобол. Смойся",True,очко,другое
Иди в очко д-б,True,очко,другое
"да вы уже половину пульса забанили, лидер банов",False,забан,другое
Бкс лучше тинька??,False,тиньк,компании
Тинькофф лучше,False,тиньк,компании
Конченный Тиньков людей кидают ублюдосы.это дно.,True,тиньк,компании
"Представьте, что будет, когда баба вверх пойдёт...",False,баба,сексизм
"В начале лета вроде была уже история с делистингом, тогда баба в районе 200 бултыхалась и все так же ссали от страха. Через 3 месяца её разбирали по 300 как горячие пирожки.",False,баба,сексизм
"А как говорил мой бабай: «Бабай, деньги давай!»)",False,баба,сексизм
Яндекс планирует купить Тинькофф групп,False,яндекс,компании
Я думаю нужно создать конал и всем нам написать письмо в Тинькофф о просьбе рассмотреть и изменить тариф для всех,False,тиньк,компании
"в Тинькофф просто мониторю акцию, а купил вообще через сбер, а чем уже не раз пожалел",False,тиньк,компании
неважно кто выйграет трамп или байден главное чтобы трамп,False,трамп,политика
"Акции марихуанщиков нужно похоже начинать покупать по тихоньку, Байден вроде положительно к ним относится, легалайз ещё в трёх штатах ввести хотел.",False,байден,политика
Путин: Индия и Китай могут начать производство российской вакцины Sputnik V - РИА ( доверять таким источникам .. Даже если что то и есть подобное кто вкалывать будет? ),False,путин,политика
"либо он платный, либо я там забанен (за обличение админов в мошенничестве и копипасте).",False,забан,другое
"ну просто матом ругаться не надо было этому человеку, а чего ты остальных то ждешь, если они ничего не нарушали. Не льсти себе, его забанили не за то, что посмел с тобой не согласиться",False,забан,другое
"Одно из трех: либо проснёмся как твой пёс в будке,  либо твой пёс богат)))",False,,
У Байдена спроси!,False,байден,политика
навальный уксусом отравился что ли?,False,навальн,политика
индексы растут от Трампа...Байден хотел налоги поднять,False,трамп,политика
это чертила наоборот докупил),True,черт,другое
Набрать в рот говна и ждать!,True, рот,другое
